ori_label,total_num,untargeted_num,untargeted_asr,targeted_num,targeted_asr,pixeltext_white_back_prob,pixeltext_black_back_prob,pixeltext_middle_back_prob
sunscreen,30939,18232,0.5892886001486797,7670,0.2479071721775106,0.67919921875,0.1248779296875,0.54931640625
plunger,30939,16408,0.530333882801642,7745,0.2503312970684249,0.9990234375,0.998046875,1.0
bookshop,30939,17884,0.578040660654837,7807,0.2523352403115808,0.99609375,0.9970703125,0.9990234375
consomme,30939,17109,0.5529913701153883,7882,0.2547593652024952,1.0,1.0,1.0
drum,30939,16197,0.5235140114418695,7930,0.2563108051326804,0.91845703125,0.96337890625,0.9375
mask,30939,16058,0.5190212999773748,7950,0.2569572384369242,0.96044921875,0.9833984375,0.98828125
orange,30939,16014,0.5175991467080384,7956,0.2571511684281974,0.99609375,0.99951171875,1.0
cricket,30939,16538,0.5345356992792268,8001,0.258605643362746,0.955078125,0.97412109375,0.98828125
buckeye,30939,17099,0.5526681534632665,8002,0.2586379650279582,0.990234375,0.931640625,0.998046875
chain,30939,15943,0.5153043084779728,8056,0.2603833349494165,0.9619140625,0.9931640625,0.9755859375
racer,30939,15825,0.5114903519829341,8089,0.2614499499014189,0.99951171875,1.0,1.0
scoreboard,30939,19204,0.62070525873493,8115,0.2622903131969359,0.9970703125,1.0,1.0
bucket,30939,16392,0.5298167361582469,8146,0.2632922848185138,0.98876953125,0.9892578125,0.99658203125
liner,30939,15233,0.4923559261773166,8351,0.2699182261870131,0.99560546875,0.99951171875,1.0
upright,30939,16419,0.5306894211189761,8397,0.271405022786774,0.9306640625,0.94873046875,0.96923828125
greenhouse,30939,19133,0.6184104205048644,8429,0.2724393160735641,0.998046875,0.99853515625,0.9970703125
balloon,30939,17285,0.558679983192734,8484,0.2742170076602346,0.9931640625,0.99365234375,0.98974609375
bow,30939,15645,0.5056724522447397,8488,0.2743462943210834,0.82373046875,0.98291015625,0.96337890625
barbershop,30939,19459,0.6289472833640389,8671,0.2802611590549145,0.9921875,0.9931640625,0.99560546875
grille,30939,16203,0.5237079414331426,8679,0.280519732376612,0.99951171875,0.99951171875,1.0
hip,30939,14878,0.4808817350269886,8966,0.289796050292511,0.99755859375,1.0,1.0
guillotine,30939,17650,0.570477390995184,8975,0.2900869452794208,0.99951171875,0.99951171875,0.9990234375
honeycomb,30939,18318,0.5920682633569282,9019,0.2915090985487572,0.99853515625,0.99560546875,0.9970703125
microwave,30939,18610,0.6015061895988881,9240,0.2986521865606516,0.99462890625,0.9970703125,0.9853515625
bakery,30939,17231,0.5569346132712757,9298,0.3005268431429587,0.9990234375,0.99853515625,0.99951171875
planetarium,30939,18537,0.5991467080383981,9331,0.3015934580949611,0.99951171875,0.99951171875,1.0
trolleybus,30939,18449,0.5963024014997252,9437,0.3050195546074534,1.0,0.99951171875,1.0
basketball,30939,19185,0.6200911470958984,9448,0.3053750929247875,0.9775390625,0.98095703125,0.99072265625
birdhouse,30939,18556,0.5997608196774298,9628,0.311192992662982,0.9814453125,0.9951171875,0.9931640625
jinrikisha,30939,17506,0.5658230712046285,9692,0.3132615792365623,0.98974609375,0.99169921875,0.99755859375
vacuum,30939,17351,0.5608132130967387,9809,0.3170432140663887,0.9990234375,1.0,1.0
newfoundland,30939,19619,0.6341187497979895,9984,0.3226995054785223,0.9931640625,,
pirate,30939,16750,0.5413878923042115,10098,0.3263841753127121,0.9990234375,0.99951171875,0.99951171875
notebook,30939,17983,0.5812405055108439,10245,0.3311354600989043,0.9990234375,1.0,1.0
saltshaker,30939,19159,0.6192507838003813,10406,0.3363392481980671,0.998046875,1.0,1.0
diamondback,30939,19568,0.6324703448721678,10500,0.3393774847280132,0.998046875,0.9912109375,0.99853515625
brass,30939,17137,0.5538963767413297,10546,0.340864281327774,1.0,1.0,1.0
television,30939,18525,0.5987588480558519,10703,0.3459387827660881,0.99609375,0.9970703125,0.99951171875
cheeseburger,30939,19765,0.6388377129189696,10755,0.3476195093571221,0.98876953125,0.99365234375,0.99560546875
restaurant,30939,18987,0.6136914573838844,10989,0.3551827790167749,0.9951171875,0.9970703125,0.990234375
