ori_label,total_num,untargeted_num,untargeted_asr,targeted_num,targeted_asr,pixeltext_white_back_prob,pixeltext_black_back_prob,pixeltext_middle_back_prob
pitcher,30939,14424,0.4662076990206535,2796,0.090371375933288,0.9453125,0.97314453125,0.9775390625
snowmobile,30939,16861,0.5449755971427648,2797,0.0904036975985002,0.72265625,0.857421875,0.84814453125
hammer,30939,14768,0.4773263518536475,2803,0.0905976275897734,0.99267578125,0.99169921875,0.9892578125
flute,30939,12954,0.4186948511587317,2810,0.0908238792462587,0.98095703125,0.9892578125,0.908203125
wallet,30939,14729,0.476065806910372,2817,0.0910501309027441,0.8095703125,0.939453125,0.79296875
starfish,30939,14196,0.4588383593522738,2902,0.0937974724457804,0.99365234375,0.97412109375,0.98779296875
drake,30939,16256,0.5254209896893888,2923,0.0944762274152364,0.143310546875,0.19384765625,0.11578369140625
binder,30939,15255,0.4930670028119849,2928,0.0946378357412973,0.98828125,0.98681640625,0.9560546875
burrito,30939,13917,0.4498206147580723,2929,0.0946701574065095,0.8330078125,0.94921875,0.96337890625
diaper,30939,13926,0.450111509744982,2931,0.0947348007369339,0.966796875,0.98974609375,0.9775390625
laptop,30939,13954,0.4510165163709234,2949,0.0953165907107534,0.98583984375,0.9619140625,0.99365234375
projector,30939,15470,0.5000161608326061,2980,0.0963185623323313,0.76708984375,0.93212890625,0.9638671875
dragonfly,30939,15485,0.500500985810789,2987,0.0965448139888167,0.7998046875,0.67041015625,0.9111328125
wool,30939,12657,0.4090953165907107,2995,0.0968033873105142,0.485595703125,0.99072265625,0.99658203125
dough,30939,13453,0.4348233620996153,3019,0.0975791072756068,0.99853515625,0.998046875,0.99951171875
pizza,30939,13087,0.4229936326319532,3037,0.0981608972494263,0.96044921875,0.9775390625,0.98095703125
sock,30939,13251,0.4282943857267526,3051,0.0986134005623969,0.9755859375,0.99755859375,0.986328125
fountain,30939,14482,0.4680823556029607,3095,0.1000355538317334,0.958984375,0.916015625,0.93408203125
kelpie,30939,13237,0.4278418824137819,3103,0.1002941271534309,0.7763671875,0.415283203125,0.85546875
sweatshirt,30939,15852,0.5123630369436634,3107,0.1004234138142797,0.74658203125,0.96826171875,0.96923828125
shield,30939,14187,0.4585474643653641,3117,0.1007466304664016,0.99560546875,0.97265625,0.982421875
slot,30939,12391,0.4004977536442677,3130,0.1011668121141601,0.99560546875,0.99951171875,0.99853515625
strainer,30939,14602,0.4719609554284236,3140,0.101490028766282,0.91552734375,0.82421875,0.970703125
unicycle,30939,15172,0.4903843045993729,3165,0.1022980703965868,0.99072265625,0.9873046875,0.9794921875
pedestal,30939,14741,0.4764536668929183,3173,0.1025566437182843,0.9853515625,0.99267578125,0.9970703125
umbrella,30939,15868,0.5128801835870584,3319,0.1072756068392643,0.9794921875,0.97705078125,0.92138671875
oscilloscope,30939,16689,0.5394162707262679,3324,0.1074372151653253,0.7138671875,0.755859375,0.78515625
mushroom,30939,14995,0.484663369856815,3379,0.1092149067519958,0.98779296875,0.962890625,0.9296875
bookcase,30939,15611,0.5045735156275252,3380,0.109247228417208,0.63916015625,0.953125,0.9423828125
pole,30939,13824,0.4468146998933385,3387,0.1094734800736934,0.95947265625,0.990234375,0.98876953125
bonnet,30939,14311,0.4625553508516759,3394,0.1096997317301787,0.92578125,0.998046875,0.99755859375
packet,30939,14546,0.4701509421765409,3400,0.1098936617214518,0.447021484375,0.8935546875,0.7646484375
hammerhead,30939,17099,0.5526681534632665,3434,0.1109925983386664,0.96533203125,0.95361328125,0.859375
lakeside,30939,14737,0.4763243802320696,3488,0.1127379682601247,0.9990234375,0.99462890625,1.0
chest,30939,13484,0.4358253337211933,3496,0.1129965415818222,0.80078125,0.9580078125,0.84130859375
stretcher,30939,15305,0.4946830860725945,3516,0.1136429748860661,0.736328125,0.95654296875,0.8203125
printer,30939,14440,0.4667248456640486,3531,0.114127799864249,0.978515625,0.97607421875,0.95654296875
cucumber,30939,16326,0.5276835062542422,3557,0.1149681631597659,0.9755859375,0.89111328125,0.95068359375
maypole,30939,15261,0.493260932803258,3586,0.1159054914509195,1.0,0.99853515625,0.99951171875
boathouse,30939,16966,0.5483693719900449,3611,0.1167135330812243,0.96435546875,0.96337890625,0.99755859375
wardrobe,30939,16134,0.5214777465335014,3612,0.1167458547464365,0.91162109375,0.95556640625,0.99609375
barometer,30939,17770,0.574355990820647,3623,0.1171013930637706,0.9892578125,0.9853515625,0.958984375
ipod,30939,13357,0.431720482239245,3679,0.1189114063156533,0.99853515625,,
valley,30939,14230,0.4599372959694883,3748,0.1211416012152946,0.57568359375,0.98193359375,0.998046875
knot,30939,12778,0.413006238081386,3759,0.1214971395326287,0.96484375,0.99658203125,0.99609375
goldfish,30939,15071,0.4871198164129416,3776,0.1220466078412359,0.9951171875,0.9912109375,0.984375
poncho,30939,14720,0.4757749119234623,3822,0.1235334044409968,0.81396484375,0.822265625,0.99560546875
snorkel,30939,14430,0.4664016290119267,3933,0.1271211092795501,0.4306640625,0.93701171875,0.82080078125
thresher,30939,14961,0.4835644332396005,4038,0.1305148841268302,0.99609375,0.9990234375,1.0
marimba,30939,15831,0.5116842819742073,4040,0.1305795274572546,0.98681640625,0.9951171875,0.99951171875
jellyfish,30939,15302,0.4945861210769579,4075,0.1317107857396813,0.978515625,0.9560546875,0.94873046875
beaker,30939,14466,0.4675652089595656,4092,0.1322602540482885,0.97900390625,0.9892578125,0.9931640625
beacon,30939,15699,0.507417822166198,4132,0.1335531206567762,0.92822265625,0.9921875,0.99365234375
matchstick,30939,16365,0.5289440511975178,4142,0.1338763373088981,0.9990234375,0.99951171875,1.0
pickup,30939,15425,0.4985616858980575,4194,0.1355570638999321,0.99365234375,0.86083984375,0.98486328125
seashore,30939,16213,0.5240311580852646,4261,0.1377226154691489,0.984375,0.9736328125,0.99755859375
grasshopper,30939,17443,0.5637868062962604,4293,0.1387569087559391,0.8876953125,0.97021484375,0.9853515625
stinkhorn,30939,15242,0.4926468211642263,4395,0.1420537186075826,0.95361328125,1.0,0.99951171875
sandbar,30939,15804,0.5108115970134781,4416,0.1427324735770387,0.99951171875,0.91552734375,0.9990234375
tricycle,30939,15157,0.48989947962119,4459,0.1441223051811629,0.998046875,0.99658203125,0.99609375
file,30939,13143,0.4248036458838359,4473,0.1445748084941336,0.95068359375,0.99951171875,0.99951171875
tank,30939,13734,0.4439057500242412,4517,0.14599696176347,0.9892578125,0.99755859375,0.99462890625
coil,30939,13418,0.4336921038171886,4572,0.1477746533501406,0.96240234375,0.99560546875,0.998046875
washbasin,30939,17260,0.5578719415624293,4595,0.148518051650021,0.73291015625,0.892578125,0.7099609375
pineapple,30939,16080,0.5197323766120431,4636,0.1498432399237208,0.99169921875,0.97314453125,0.9951171875
admiral,30939,14771,0.4774233168492841,4657,0.1505219948931768,0.9970703125,0.9990234375,0.9990234375
lumbermill,30939,16841,0.5443291638385209,4684,0.151394679853906,0.97509765625,0.99853515625,0.990234375
hook,30939,13510,0.4366656970167103,4692,0.1516532531756036,0.99853515625,0.9931640625,0.93798828125
pinwheel,30939,15609,0.5045088722971007,4742,0.1532693364362131,0.99658203125,0.99853515625,0.9990234375
mousetrap,30939,17102,0.552765118458903,4774,0.1543036297230033,0.98779296875,0.99609375,0.99169921875
maraca,30939,14954,0.4833381815831151,4780,0.1544975597142764,0.9775390625,0.9873046875,0.9765625
coffeepot,30939,15874,0.5130741135783315,4783,0.154594524709913,0.94140625,0.9677734375,0.97216796875
paddle,30939,15814,0.5111348136656001,4786,0.1546914897055496,0.99072265625,0.99365234375,0.9931640625
scale,30939,14248,0.4605190859433078,4794,0.1549500630272471,0.998046875,0.9765625,0.99560546875
amphibian,30939,15980,0.5165002100908239,4837,0.1563398946313714,0.95068359375,0.94140625,0.994140625
clumber,30939,16181,0.5229968647984744,4848,0.1566954329487055,0.77880859375,0.9482421875,0.734375
boxer,30939,14719,0.4757425902582501,4865,0.1572449012573127,0.97021484375,0.99072265625,0.9775390625
appenzeller,30939,16431,0.5310772811015223,4981,0.160994214421927,0.97021484375,,
ram,30939,13357,0.431720482239245,4984,0.1610911794175636,0.99560546875,0.99755859375,0.998046875
corkscrew,30939,15935,0.5150457351562753,4997,0.161511361065322,0.9970703125,0.9755859375,0.998046875
golfcart,30939,15827,0.5115549953133586,5023,0.162351724360839,0.9970703125,0.99951171875,0.9921875
nail,30939,13518,0.4369242703384078,5187,0.1676524774556385,0.80322265625,0.9990234375,0.99951171875
stage,30939,14048,0.4540547529008694,5247,0.16959177736837,0.98193359375,0.9990234375,1.0
hourglass,30939,15980,0.5165002100908239,5257,0.1699149940204919,0.9736328125,0.96630859375,0.91357421875
library,30939,14824,0.4791363651055302,5356,0.1731148388764989,0.998046875,0.998046875,0.9990234375
scabbard,30939,17379,0.5617182197226801,5380,0.1738905588415915,0.98974609375,0.73583984375,0.80908203125
modem,30939,15146,0.489543941303856,5483,0.1772196903584472,0.9951171875,0.99560546875,0.998046875
throne,30939,15046,0.4863117747826368,5507,0.1779954103235398,0.99853515625,0.9931640625,0.99609375
bearskin,30939,16066,0.5192798732990723,5608,0.1812598985099712,0.98828125,0.998046875,0.9990234375
perfume,30939,16175,0.5228029348072013,5670,0.1832638417531271,0.951171875,0.9970703125,0.99951171875
mailbox,30939,16898,0.5461714987556159,5738,0.1854617149875561,0.82373046875,0.76318359375,0.90478515625
alp,30939,14463,0.467468243963929,5742,0.1855910016484049,0.99658203125,0.99853515625,0.9970703125
monitor,30939,15504,0.5011150974498206,5773,0.1865929732699828,0.99755859375,0.99951171875,0.998046875
paintbrush,30939,17464,0.5644655612657165,5865,0.1895665664695045,0.99658203125,0.99853515625,0.9892578125
strawberry,30939,16932,0.5472704353728304,5870,0.1897281747955654,0.9951171875,0.958984375,0.98095703125
menu,30939,14185,0.4584828210349397,5965,0.1927987329907236,0.98388671875,0.99853515625,1.0
jackfruit,30939,16065,0.5192475516338602,6007,0.1941562429296357,0.99951171875,0.99169921875,0.9990234375
cradle,30939,14690,0.4748052619670965,6180,0.1997478910113449,0.99658203125,0.99951171875,0.9990234375
